File Name,Max Frequency,Standard Deviation (Frequency),Mean,Median,Min Frequency,Skewness (Frequencies),Kurtosis (Frequencies),Area Under Curve,Min Amplitude,Max Amplitude,Mean Amplitude,Median Amplitude,Standard Deviation (Amplitude),Area Under Amplitude Curve,Skewness (Amplitudes),Kurtosis (Amplitudes),Y1,Y2
V56_1_2.wav,30177.870004312823,120.17393530598277,29959.630779475978,30000.0,29812.5,0.2602070704909575,-1.0857857852419033,51500564.94069868,-5986,6858,9.249418604651163,-125.5,2269.7066709362875,12471.5,0.0978905893150706,-0.0439286814116997,135,770
