File Name,Max Frequency,Standard Deviation (Frequency),Mean,Median,Min Frequency,Skewness (Frequencies),Kurtosis (Frequencies),Area Under Curve,Min Amplitude,Max Amplitude,Mean Amplitude,Median Amplitude,Standard Deviation (Amplitude),Area Under Amplitude Curve,Skewness (Amplitudes),Kurtosis (Amplitudes),Y1,Y2
V52_1_2.wav,30093.75,53.55303353576094,29975.33315516981,30000.0,29795.175630693764,-0.0091775385780744,-0.325039223557336,51527675.43907674,-6749,9225,-447.146511627907,-334.5,3021.6350568701105,-769057.0,0.324431603578374,0.1655195607820765,20,214
