File Name,Max Frequency,Standard Deviation (Frequency),Mean,Median,Min Frequency,Skewness (Frequencies),Kurtosis (Frequencies),Area Under Curve,Min Amplitude,Max Amplitude,Mean Amplitude,Median Amplitude,Standard Deviation (Amplitude),Area Under Amplitude Curve,Skewness (Amplitudes),Kurtosis (Amplitudes),Y1,Y2
V51_1_3.wav,30000.0,32.932338817149784,29919.767441860466,29906.25,29906.25,2.025823815596292,2.1039621318371795,51432093.75,-8837,6103,82.7546511627907,701.0,2902.089072573891,142323.5,-0.7483051480688538,0.1815967381544974,0,0
